vid,email,firstname,lastname,createdate,lastmodifieddate,hs_lead_status,lifecyclestage,hs_analytics_source,country,company,jobtitle,num_associated_deals,stripe_customer_id,auth_user_id
100752,user1107@taskflow-demo.io,First107,Last107,2024-06-06T12:25:19Z,2025-02-13T07:20:39Z,CUSTOMER,customer,Google Ads,NG,Company 107,Freelancer,1,cus_37kuu4ytn02yc0,e85cc268-2541-421f-b3e6-2eba8f398d25
100758,user1108@taskflow-demo.io,First108,Last108,2024-08-10T09:12:03Z,2025-05-29T18:33:35Z,CUSTOMER,customer,Google Ads,NG,Company 108,Designer,1,cus_v8lw2qitngvn1k,bf4b5e1c-0d83-47e0-a69c-737d0660468e
100768,user1109@taskflow-demo.io,First109,Last109,2024-02-06T07:42:35Z,2024-04-27T13:16:20Z,CHURNED,other,Google Ads,KE,Company 109,Analyst,1,cus_ldalmjegqtoamd,96551369-a432-405b-abf9-57c063114a14
100772,user1110@taskflow-demo.io,First110,Last110,2025-03-15T21:44:17Z,2025-05-31T21:47:57Z,CUSTOMER,customer,Linkedin Ads,GH,Company 110,Analyst,1,cus_69ugnekrcpprcj,18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf
100781,user1111@taskflow-demo.io,First111,Last111,2024-09-05T01:49:32Z,2025-01-02T01:59:09Z,CUSTOMER,customer,Organic Search,NG,Company 111,Marketing Manager,1,cus_8lw2lm349el8hl,bd105e27-18a1-4177-9d00-8fba74e9b637
100790,user1112@taskflow-demo.io,First112,Last112,2024-05-27T02:34:02Z,2024-09-24T04:03:26Z,CUSTOMER,customer,Organic Search,US,Company 112,CTO,1,cus_lk2n7h9g1a07h2,7871c17e-5381-448d-83dc-e6e992a366b2
100796,user1113@taskflow-demo.io,First113,Last113,2025-03-05T16:18:01Z,2025-05-25T20:32:09Z,CUSTOMER,customer,Referral,KE,Company 113,Product Manager,1,cus_ixz2c9ros7yt2m,6fec25ce-e945-42cf-80e6-b3116ceca4ae
100802,user1114@taskflow-demo.io,First114,Last114,2025-04-08T00:55:17Z,2025-06-15T03:41:39Z,CUSTOMER,customer,Google Ads,CA,Company 114,Marketing Manager,1,cus_xb9yo18pajssuu,929a0be7-fc85-49c2-81e0-013550a1b0fb
100808,user1115@taskflow-demo.io,First115,Last115,2024-08-19T13:39:13Z,2025-01-27T08:49:16Z,CUSTOMER,customer,Referral,US,Company 115,Designer,1,cus_ado8e7flqhrrpz,2cb8b6b5-82bd-4062-a089-ef927938c749
100817,user1116@taskflow-demo.io,First116,Last116,2024-01-21T01:34:54Z,2024-05-08T04:20:35Z,CUSTOMER,customer,Referral,NG,Company 116,Marketing Manager,1,cus_yf9igfu8iogxpb,f7102b3c-2a36-4241-b937-216f8b0e9ff1
100823,user1117@taskflow-demo.io,First117,Last117,2024-08-18T20:03:40Z,2025-04-01T12:31:28Z,CHURNED,other,Organic Search,KE,Company 117,Analyst,1,cus_u2tnheyr8lnoem,ac0a5491-1fee-4445-9069-e30842ba07b1
100828,user1118@taskflow-demo.io,First118,Last118,2025-02-20T01:35:59Z,2025-02-27T10:24:14Z,CUSTOMER,customer,Organic Search,DE,Company 118,CEO,1,cus_ylienfnvuprt77,ea0df53d-4a19-4899-967a-bdd9a7fec944
100835,user1119@taskflow-demo.io,First119,Last119,2024-09-03T12:59:18Z,2025-06-09T13:22:11Z,CUSTOMER,customer,Google Ads,NG,Company 119,Marketing Manager,1,cus_58rhnuxorzpgu2,862d62bc-3fee-495e-aa1d-0d484ef6b32d
100846,user1120@taskflow-demo.io,First120,Last120,2024-05-17T07:53:40Z,2025-05-03T09:17:12Z,CUSTOMER,customer,Google Ads,GH,Company 120,Product Manager,1,cus_1rsujt9t11php0,69c7de0e-77d6-4df4-9730-ee039cdae880
100852,user1121@taskflow-demo.io,First121,Last121,2024-05-26T11:37:01Z,2024-12-14T07:56:12Z,CUSTOMER,customer,Referral,NG,Company 121,Freelancer,1,cus_d5e3h0y4vpw232,64c8f2c9-3223-4fe8-833e-c5224a617291
100857,user1122@taskflow-demo.io,First122,Last122,2024-05-17T08:40:42Z,2025-05-12T18:24:16Z,CUSTOMER,customer,Organic Search,NG,Company 122,Founder,1,cus_u8s63e1ocjxzef,b271b998-0f20-4f80-af0b-2956bc07b347
100862,user1123@taskflow-demo.io,First123,Last123,2025-01-20T19:12:50Z,2025-02-15T22:01:57Z,CUSTOMER,customer,Referral,KE,Company 123,Analyst,1,cus_wnc21o0z5qru54,81e5f83a-4a74-40e8-a605-c553c6efd4b3
100872,user1124@taskflow-demo.io,First124,Last124,2024-08-21T23:34:39Z,2025-03-17T18:33:48Z,CUSTOMER,customer,Organic Search,US,Company 124,Software Engineer,1,cus_o83rlkte4261bw,3fdb1bfd-5fb9-4adc-bccf-65a225619dc8
100881,user1125@taskflow-demo.io,First125,Last125,2025-04-19T08:33:55Z,2025-04-21T12:53:15Z,CUSTOMER,customer,Referral,GB,Company 125,Operations Lead,1,cus_hyexf7jxjn6fok,93c580ac-7e27-484d-ac38-436fec63ee47
100885,user1126@taskflow-demo.io,First126,Last126,2024-08-02T21:51:24Z,2025-02-19T07:46:49Z,CUSTOMER,customer,Organic Search,US,Company 126,Analyst,1,cus_eiyaz39pecn0dl,60ff5abd-7da5-4ab2-bb1b-2c2778299464
100895,user1127@taskflow-demo.io,First127,Last127,2025-01-24T15:55:07Z,2025-04-03T12:13:15Z,CUSTOMER,customer,Referral,ZA,Company 127,Marketing Manager,1,cus_cuvfmh07wph6fe,fc6c2e89-eed5-4057-ac46-b1ca0a33457f
100898,user1128@taskflow-demo.io,First128,Last128,2024-08-04T11:10:11Z,2024-11-15T03:31:01Z,CHURNED,other,Google Ads,NG,Company 128,CEO,1,cus_vzk7a45hvgox22,6c388762-0c3f-494a-88b3-e215bade85c4
100904,user1129@taskflow-demo.io,First129,Last129,2024-02-27T08:35:36Z,2024-10-06T19:44:57Z,CUSTOMER,customer,Google Ads,US,Company 129,Software Engineer,1,cus_amln4ptgq9cvah,2db45d77-a364-4c33-84a8-80a6ebbff3b1
100911,user1130@taskflow-demo.io,First130,Last130,2024-07-18T06:13:55Z,2025-01-24T11:28:59Z,CUSTOMER,customer,Organic Search,US,Company 130,Operations Lead,1,cus_zctwjlsh3tow4y,5f90c6d9-95c6-438d-b1a8-95f09342bad9
100920,user1131@taskflow-demo.io,First131,Last131,2024-08-08T03:43:15Z,2024-11-01T17:12:25Z,CHURNED,other,Organic Search,DE,Company 131,CTO,1,cus_ewbxxgaearms3j,56758a1e-db52-40b8-b940-e8a6a7404376
100930,user1132@taskflow-demo.io,First132,Last132,2025-02-02T09:11:52Z,2025-05-24T08:54:30Z,CUSTOMER,customer,Referral,US,Company 132,Founder,1,cus_mpsj9wrsb4gf16,47a8b860-a191-4082-aa30-65855d930835
100934,user1133@taskflow-demo.io,First133,Last133,2024-04-24T02:08:24Z,2024-11-12T02:20:36Z,CHURNED,other,Organic Search,NG,Company 133,CEO,1,cus_qnf74t60plozjc,401c7c37-cb4a-4776-9952-9b593cbf9688
100942,user1134@taskflow-demo.io,First134,Last134,2024-12-03T00:58:03Z,2025-04-23T13:02:46Z,CUSTOMER,customer,Product Hunt,NG,Company 134,Designer,1,cus_8cqk4ltahukwqv,5de01c01-4872-4fc2-b79c-72257b7476ec
100946,user1135@taskflow-demo.io,First135,Last135,2025-01-30T14:58:03Z,2025-04-07T05:19:03Z,CHURNED,other,Google Ads,ZA,Company 135,Marketing Manager,1,cus_7atwyam1n0lh9p,6e7b7f03-652d-491a-a12e-d8b58b9c741e
100955,user1136@taskflow-demo.io,First136,Last136,2024-03-12T15:50:59Z,2025-01-28T21:08:50Z,CUSTOMER,customer,Organic Search,NG,Company 136,Marketing Manager,1,cus_szn9dde3cup8ij,cad2f92d-b30a-4445-885a-9a20888fb847
100965,user1137@taskflow-demo.io,First137,Last137,2024-07-14T18:55:34Z,2024-11-29T21:48:42Z,CHURNED,other,Organic Search,US,Company 137,Analyst,1,cus_7e1ddqlem1qq4d,b7b1d954-0905-4d47-9a44-723d2bc7a45c
100968,user1138@taskflow-demo.io,First138,Last138,2024-12-23T09:40:41Z,2025-04-07T15:51:37Z,CUSTOMER,customer,Organic Search,NG,Company 138,Founder,1,cus_dimsyj9boq0iq2,bf69eb9c-3e97-4d69-b320-6f8d80c7edac
100974,user1139@taskflow-demo.io,First139,Last139,2024-01-31T21:35:20Z,2025-06-12T03:36:24Z,CUSTOMER,customer,Referral,BR,Company 139,Software Engineer,1,cus_nwxuj3ac6pe63l,f6dc302b-06da-4725-ba3c-af2759ee95dd
100983,user1140@taskflow-demo.io,First140,Last140,2024-01-26T21:46:27Z,2024-03-19T05:16:17Z,CUSTOMER,customer,Google Ads,US,Company 140,Analyst,1,cus_byghgk5bwikotc,3f191382-6c48-4440-8996-dd363b459c10
100990,user1141@taskflow-demo.io,First141,Last141,2024-08-01T17:43:59Z,2024-11-27T15:39:45Z,CUSTOMER,customer,Google Ads,ZA,Company 141,Software Engineer,1,cus_2292mtr6snglh6,74957c97-164c-426f-b132-657e0a5bd459
100999,user1142@taskflow-demo.io,First142,Last142,2024-08-27T21:09:33Z,2024-12-29T02:36:46Z,CUSTOMER,customer,Organic Search,CA,Company 142,Freelancer,1,cus_dxj37c9h42m44g,77770188-46d8-4e01-9a74-640a9c38282a
101006,user1143@taskflow-demo.io,First143,Last143,2025-01-08T03:06:33Z,2025-06-24T08:35:22Z,CUSTOMER,customer,Organic Search,ZA,Company 143,Software Engineer,1,cus_8uug95rlrdihsa,d4d53aa7-3a73-47b4-ac28-ae66d882c8ab
101014,user1144@taskflow-demo.io,First144,Last144,2024-03-03T21:50:47Z,2025-03-18T14:33:21Z,CUSTOMER,customer,Google Ads,NG,Company 144,Freelancer,1,cus_cfzfdsnczxvml9,17a6af28-e71b-4a20-8ed1-3b691e41d988
101020,user1145@taskflow-demo.io,First145,Last145,2025-02-07T21:09:58Z,2025-02-09T17:58:45Z,CUSTOMER,customer,Organic Search,GB,Company 145,Founder,1,cus_u6wmx3n0kgazu4,de8f2a31-ee3d-41d1-a147-5f8d39f2f1c4
101028,user1146@taskflow-demo.io,First146,Last146,2024-10-28T15:46:14Z,2025-01-12T15:22:10Z,CUSTOMER,customer,Google Ads,DE,Company 146,Software Engineer,1,cus_drlcmlw83y0mah,d3fc4e57-9d4b-4517-909c-ab405ecaee8f
101030,user1147@taskflow-demo.io,First147,Last147,2024-05-07T07:29:33Z,2025-01-26T17:03:18Z,CUSTOMER,customer,Referral,US,Company 147,Freelancer,1,cus_pfo5mn32u1iq2b,d06cd375-be90-4fda-9ccd-1ca2fd8464bc
101042,user1148@taskflow-demo.io,First148,Last148,2024-02-23T10:25:04Z,2025-06-24T13:21:34Z,CUSTOMER,customer,Google Ads,NG,Company 148,Software Engineer,1,cus_t6dvwrb7f6fdhg,4cc13c8f-f097-4f2a-b6f2-b7eb919b2afb
101044,user1149@taskflow-demo.io,First149,Last149,2025-04-11T11:23:50Z,2025-06-21T02:20:32Z,CHURNED,other,Organic Search,NG,Company 149,Designer,1,cus_otrbad3wrdhw9r,fd762a4a-22b1-4e63-a281-257777eb6d39
101054,user1150@taskflow-demo.io,First150,Last150,2024-07-19T05:44:41Z,2024-09-10T21:16:44Z,CUSTOMER,customer,Linkedin Ads,ZA,Company 150,Software Engineer,1,cus_nnngbpj4ufzdy3,079e45e2-27d6-442c-bb1e-79063ed8db34
101061,user1151@taskflow-demo.io,First151,Last151,2024-10-23T23:01:42Z,2024-12-15T11:45:09Z,CUSTOMER,customer,Google Ads,NG,Company 151,CTO,1,cus_8y7uiko4busu9f,820a101d-539a-424c-a9ec-7d3a10fc5d52
101065,user1152@taskflow-demo.io,First152,Last152,2024-03-21T15:31:46Z,2024-10-09T20:47:57Z,CUSTOMER,customer,Product Hunt,DE,Company 152,Freelancer,1,cus_9p9w4j66cnoljq,3aa8e5cd-a20d-4a53-be9f-1715ae055665
101074,user1153@taskflow-demo.io,First153,Last153,2024-11-09T15:55:57Z,2025-04-02T12:31:47Z,CUSTOMER,customer,Organic Search,CA,Company 153,CTO,1,cus_v177udktmonrvb,d930f6f2-f8b6-46cc-a74f-40187df4f3ad
101084,user1154@taskflow-demo.io,First154,Last154,2024-11-08T12:43:45Z,2025-06-17T14:13:10Z,CUSTOMER,customer,Organic Search,US,Company 154,Freelancer,1,cus_li076a3kkrzd5e,62f51666-5dcf-462b-b702-7f277136b3f3
101087,user1155@taskflow-demo.io,First155,Last155,2025-02-26T15:34:03Z,2025-05-30T20:16:54Z,CUSTOMER,customer,Google Ads,US,Company 155,Marketing Manager,1,cus_h30153sflse45b,19811276-d72d-4454-b52b-2598d7059b5f
101095,user1156@taskflow-demo.io,First156,Last156,2024-04-11T09:14:24Z,2024-05-05T18:20:39Z,CUSTOMER,customer,Referral,NG,Company 156,CEO,1,cus_zj3swebnvg5vmf,c0c51416-cceb-4335-b1a5-e6ab8269a950
101101,user1157@taskflow-demo.io,First157,Last157,2024-12-14T16:00:23Z,2025-04-20T02:43:52Z,CUSTOMER,customer,Google Ads,NG,Company 157,Product Manager,1,cus_2hhihxs58yreg2,e195d24b-a73b-42df-92ad-b3ab4bc27168
101112,user1158@taskflow-demo.io,First158,Last158,2025-02-16T13:29:46Z,2025-03-23T09:57:27Z,CUSTOMER,customer,Product Hunt,US,Company 158,Software Engineer,1,cus_4qhkswva984uvk,f8c532dc-05a5-444c-8dfe-f1031e3b9e7d
101119,user1159@taskflow-demo.io,First159,Last159,2024-02-02T12:38:31Z,2024-03-10T21:15:49Z,CHURNED,other,Google Ads,NG,Company 159,Software Engineer,1,cus_gsic43olfark6o,75173790-5476-44af-b639-dbf78c0ba3cb
101122,user1160@taskflow-demo.io,First160,Last160,2024-12-25T14:18:03Z,2025-04-29T13:38:49Z,CUSTOMER,customer,Product Hunt,DE,Company 160,Analyst,1,cus_ywr7mkgxukq00u,00bd12d1-01c3-41c0-9bc3-b2faab82cc8e
101131,user1161@taskflow-demo.io,First161,Last161,2025-03-29T03:42:57Z,2025-06-12T06:09:22Z,CUSTOMER,customer,Google Ads,NG,Company 161,CTO,1,cus_l2ljk4q5v7c6s5,08a79ab7-2b2d-4dff-9de6-187ba0f0d899
101139,user1162@taskflow-demo.io,First162,Last162,2024-07-26T03:03:47Z,2025-06-12T18:53:15Z,CHURNED,other,Google Ads,ZA,Company 162,Software Engineer,1,cus_969f5gcl9lcqh1,e8afd699-a70d-4d12-b21f-94d3635959c8
101144,user1163@taskflow-demo.io,First163,Last163,2024-09-02T01:36:45Z,2025-02-08T19:48:09Z,CUSTOMER,customer,Referral,CA,Company 163,Software Engineer,1,cus_pprat0861taa0i,e0af64f6-054b-4736-a3fc-04e38db8564e
101150,user1164@taskflow-demo.io,First164,Last164,2024-02-18T12:00:46Z,2024-10-16T18:51:49Z,CUSTOMER,customer,Linkedin Ads,US,Company 164,Freelancer,1,cus_kk0vm59m6mg87o,b9f0161b-bd98-4112-bd97-c58217440791
101157,user1165@taskflow-demo.io,First165,Last165,2024-03-04T08:59:56Z,2024-08-03T19:46:40Z,CHURNED,other,Google Ads,NG,Company 165,CEO,1,cus_nx1wvbd4bepejz,16ec1a25-1785-462c-bafd-4b223c8fb56b
101166,user1166@taskflow-demo.io,First166,Last166,2024-11-15T01:33:06Z,2025-03-29T19:38:37Z,CUSTOMER,customer,Google Ads,GB,Company 166,Operations Lead,1,cus_wzp6swk2rv239m,78940e24-3d20-4d9c-9294-48af88f97a28
101172,user1167@taskflow-demo.io,First167,Last167,2024-01-18T03:51:27Z,2024-05-12T08:43:28Z,CUSTOMER,customer,Organic Search,ZA,Company 167,Software Engineer,1,cus_iaddur82c06xq9,188ad4e4-8934-4776-9832-8b1f0e3907b3
101179,user1168@taskflow-demo.io,First168,Last168,2024-02-17T17:17:52Z,2025-03-19T00:23:55Z,CUSTOMER,customer,Referral,ZA,Company 168,Founder,1,cus_ype46aexl68j0n,eac1fbc0-ea48-4687-84f4-8b7a28617f1a
101186,user1169@taskflow-demo.io,First169,Last169,2024-07-19T13:42:19Z,2025-05-14T14:45:27Z,CUSTOMER,customer,Linkedin Ads,GB,Company 169,Freelancer,1,cus_rp5ge094d6rupw,4f1a6ebf-ea85-40f8-97d7-53e9faf155f1
101196,user1170@taskflow-demo.io,First170,Last170,2025-03-14T07:08:29Z,2025-06-28T18:44:37Z,CUSTOMER,customer,Organic Search,DE,Company 170,CEO,1,cus_eobjlzy1uu9yms,ee1fcf9e-b40b-4ff6-ae8c-f792f3e5a413
101198,user1171@taskflow-demo.io,First171,Last171,2024-08-07T02:30:06Z,2024-09-29T01:18:17Z,CUSTOMER,customer,Organic Search,NG,Company 171,Product Manager,1,cus_n4u9bxf445cri8,ecd57e37-2769-4fa3-a4dc-f92e92a63b14
101207,user1172@taskflow-demo.io,First172,Last172,2024-10-06T15:30:13Z,2025-06-16T18:18:12Z,CUSTOMER,customer,Organic Search,KE,Company 172,Analyst,1,cus_2q4qerxdouadvw,1e6a7a93-8ed7-4671-9d81-c5bbd6fd037f
101214,user1173@taskflow-demo.io,First173,Last173,2024-10-10T04:48:03Z,2024-11-19T20:27:50Z,CUSTOMER,customer,Google Ads,US,Company 173,CEO,1,cus_biquwrxze1hm38,d87daa7c-86c3-4a1e-8835-53fc7f66abd7
101222,user1174@taskflow-demo.io,First174,Last174,2024-07-08T06:55:38Z,2025-04-08T15:29:27Z,CHURNED,other,Organic Search,NG,Company 174,CTO,1,cus_dvg7oq2zdo74v1,3df42e71-f49d-488f-b985-700ad8a98f57
101229,user1175@taskflow-demo.io,First175,Last175,2024-10-25T20:10:40Z,2025-06-21T03:34:13Z,CUSTOMER,customer,Product Hunt,NG,Company 175,Product Manager,1,cus_b74rs7gu0env5s,cdd1222f-d4c5-4e9f-8116-be99f40676b4
101235,user1176@taskflow-demo.io,First176,Last176,2024-11-03T06:22:36Z,2024-11-25T03:10:06Z,CUSTOMER,customer,Product Hunt,CA,Company 176,Operations Lead,1,cus_8qeoz0kz4z7whw,5bfb7248-b079-4a6e-9438-0d680030e268
101244,user1177@taskflow-demo.io,First177,Last177,2025-04-15T02:12:39Z,2025-06-22T02:49:17Z,CUSTOMER,customer,Organic Search,BR,Company 177,CEO,1,cus_sylemruyp04k43,ad8bf2a5-ad1b-48db-82bd-ce116b88b40d
101251,user1178@taskflow-demo.io,First178,Last178,2024-07-10T19:36:37Z,2024-11-12T01:06:03Z,CUSTOMER,customer,Google Ads,US,Company 178,Operations Lead,1,cus_fkj4yk1b3d5050,14da8877-123b-4d45-b38d-a6f23c705477
101259,user1179@taskflow-demo.io,First179,Last179,2024-09-12T20:34:51Z,2024-12-08T01:56:39Z,CUSTOMER,customer,Referral,CA,Company 179,Founder,1,cus_7n89ltajw2536z,2f767534-4a21-4d50-bab3-0cb32e9386fb
101262,user1180@taskflow-demo.io,First180,Last180,2024-10-28T16:18:41Z,2025-05-15T04:33:40Z,CUSTOMER,customer,Organic Search,US,Company 180,Operations Lead,1,cus_kgyggsnpuevjlz,3fffa8f2-1e0e-4c8c-a2e5-8e5a573827d6
101269,user1181@taskflow-demo.io,First181,Last181,2025-04-17T20:22:46Z,2025-04-20T20:40:22Z,CUSTOMER,customer,Google Ads,NG,Company 181,Founder,1,cus_xrum2lhgcsotdh,f317920e-b536-404b-9e72-6766cd13ec4a
101278,user1182@taskflow-demo.io,First182,Last182,2024-06-16T22:34:20Z,2024-11-09T11:05:37Z,CUSTOMER,customer,Linkedin Ads,NG,Company 182,Founder,1,cus_939ayq6ww8yl68,42ae42e6-8c05-455e-8b84-a09a2adaaae6
101287,user1183@taskflow-demo.io,First183,Last183,2025-01-05T04:58:07Z,2025-04-15T07:46:15Z,CUSTOMER,customer,Google Ads,ZA,Company 183,Product Manager,1,cus_2qb6gs8g8tacy1,c2f5b66d-deeb-4e5c-93a8-97dd1f8f077d
101292,user1184@taskflow-demo.io,First184,Last184,2024-02-16T00:21:01Z,2024-11-14T16:56:12Z,CUSTOMER,customer,Google Ads,DE,Company 184,Designer,1,cus_p3cyazbcgjc36o,7e7b149c-bd29-45b2-a23a-3a53a0104379
101297,user1185@taskflow-demo.io,First185,Last185,2024-08-07T15:49:23Z,2025-04-12T22:45:28Z,CHURNED,other,Google Ads,KE,Company 185,Operations Lead,1,cus_c0b4mskyvk7n3b,8aa5a2dd-4f81-4119-bf02-0ceaede47795
101303,user1186@taskflow-demo.io,First186,Last186,2024-03-07T21:33:53Z,2025-02-01T05:54:20Z,CUSTOMER,customer,Organic Search,CA,Company 186,Designer,1,cus_wk585x8a5fbuot,4c1fdd59-a4dc-41cf-9468-026348e8e1b4
101315,user1187@taskflow-demo.io,First187,Last187,2025-01-13T21:21:18Z,2025-06-02T02:21:42Z,CUSTOMER,customer,Organic Search,US,Company 187,Designer,1,cus_4fgwjeyub19txc,d86a6b16-8b56-4eb8-b5d8-03aa8e8b6294
101319,user1188@taskflow-demo.io,First188,Last188,2024-02-20T14:30:00Z,2024-06-23T15:29:44Z,CUSTOMER,customer,Google Ads,US,Company 188,Operations Lead,1,cus_yikcgrlxyfu38g,266bebb9-00eb-4a9c-ba38-5c5e9ff71e48
101329,user1189@taskflow-demo.io,First189,Last189,2024-04-20T01:22:23Z,2025-01-16T23:46:14Z,CUSTOMER,customer,Organic Search,US,Company 189,Operations Lead,1,cus_ylrq1rdxck36h0,0c683c27-70b3-4bff-b632-ce4eb0e552e2
101335,user1190@taskflow-demo.io,First190,Last190,2024-02-07T21:17:34Z,2024-04-08T09:39:23Z,CUSTOMER,customer,Referral,DE,Company 190,Operations Lead,1,cus_u1hbj6txfo6v4e,022a0b0d-c2f3-4a8b-9c83-1845df26a12f
101340,user1191@taskflow-demo.io,First191,Last191,2024-07-17T02:48:03Z,2024-08-22T23:51:22Z,CUSTOMER,customer,Linkedin Ads,NG,Company 191,Designer,1,cus_9y1ffuu5f07b1i,2d50beb5-90d8-476a-9038-15ca2a70e911
101345,user1192@taskflow-demo.io,First192,Last192,2024-01-21T21:02:23Z,2024-02-14T08:03:46Z,CUSTOMER,customer,Organic Search,GB,Company 192,Analyst,1,cus_75bxd8wj0uunnv,c2e845bd-6b99-4b40-924c-76d1d7acecd5
101355,user1193@taskflow-demo.io,First193,Last193,2024-07-10T05:45:19Z,2025-05-09T09:55:20Z,CUSTOMER,customer,Product Hunt,NG,Company 193,Analyst,1,cus_m25a5piskffv3x,04f81ab4-8ef2-48d4-8640-359b2b519888
101364,user1194@taskflow-demo.io,First194,Last194,2024-12-29T19:34:26Z,2025-02-01T15:06:25Z,CUSTOMER,customer,Google Ads,US,Company 194,CTO,1,cus_xoieves6ff7so8,9eaa07c9-db36-4f7b-8011-d5baf9805c92
101367,user1195@taskflow-demo.io,First195,Last195,2025-01-03T11:33:00Z,2025-06-13T18:12:49Z,CUSTOMER,customer,Organic Search,DE,Company 195,Designer,1,cus_95g3v23gxj0mqv,524a93b9-a1c5-4aa4-8d15-8bc3d97a2d82
101378,user1196@taskflow-demo.io,First196,Last196,2024-03-02T05:01:34Z,2025-02-14T02:07:29Z,CUSTOMER,customer,Google Ads,NG,Company 196,CEO,1,cus_pfdrwb2serev36,4f5353e5-23b0-4127-9833-c12f2bbc8f79
101384,user1197@taskflow-demo.io,First197,Last197,2024-09-23T21:36:32Z,2024-12-24T07:39:59Z,CUSTOMER,customer,Linkedin Ads,ZA,Company 197,Freelancer,1,cus_7r1m264upj16dv,a0114f31-30e5-458b-850a-b31f54477a01
101388,user1198@taskflow-demo.io,First198,Last198,2024-04-06T03:16:29Z,2025-06-05T12:05:06Z,CUSTOMER,customer,Google Ads,CA,Company 198,CTO,1,cus_snh2odpvjtuw9o,37d79ac2-3d98-433f-bfc5-552ae3d756f8
101398,user1199@taskflow-demo.io,First199,Last199,2025-02-03T16:48:08Z,2025-02-18T05:35:35Z,CUSTOMER,customer,Organic Search,NG,Company 199,CEO,1,cus_9u1oe5ei28ds22,842a9fa5-2ead-44dc-a1a3-2f440930b456
101402,user1200@taskflow-demo.io,First200,Last200,2024-12-24T10:02:41Z,2025-01-17T23:13:57Z,CUSTOMER,customer,Google Ads,KE,Company 200,Software Engineer,1,cus_3qvdjnv07oxk8c,ed61985f-ac7d-40ea-9081-806860857e95
101409,user1201@taskflow-demo.io,First201,Last201,2024-08-11T20:23:09Z,2025-04-27T05:08:45Z,CUSTOMER,customer,Google Ads,ZA,Company 201,Designer,1,cus_h2szwymx9djoyo,05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242
101415,user1202@taskflow-demo.io,First202,Last202,2025-01-12T20:22:42Z,2025-06-07T02:21:25Z,CUSTOMER,customer,Organic Search,ZA,Company 202,Marketing Manager,1,cus_uum3i8qoagsusm,c351fd3c-9c2f-4019-acc4-5136605f8e7d
101423,user1203@taskflow-demo.io,First203,Last203,2024-05-05T15:47:33Z,2024-05-18T18:45:07Z,CUSTOMER,customer,Referral,DE,Company 203,CTO,1,cus_8u118qqvaecw9y,5dbbe00d-adde-4aab-aa31-aab47eb27217
101430,user1204@taskflow-demo.io,First204,Last204,2024-07-24T08:26:11Z,2025-03-22T12:40:33Z,CUSTOMER,customer,Product Hunt,GB,Company 204,Marketing Manager,1,cus_idy3c7rm6j8y6r,773cfcd0-7c3a-46e3-9902-6e9fdf072942
101440,user1205@taskflow-demo.io,First205,Last205,2024-05-01T16:59:16Z,2024-06-01T20:24:43Z,CHURNED,other,Referral,NG,Company 205,Freelancer,1,cus_m2ec8ra484nl65,86cb203f-2d38-4cfe-8645-5ec8d79593bc
101448,user1206@taskflow-demo.io,First206,Last206,2024-09-05T23:57:05Z,2025-06-23T13:44:29Z,CUSTOMER,customer,Google Ads,CA,Company 206,Freelancer,1,cus_1esp7bm41qesla,b6225f09-6ccc-453f-b215-3fa5fed36e78
101450,user1207@taskflow-demo.io,First207,Last207,2024-10-19T21:07:10Z,2025-01-04T06:04:45Z,CHURNED,other,Google Ads,KE,Company 207,Founder,1,cus_iqwnrhzn4kgeui,021dc990-5938-4cce-aa51-469773a5907d
101458,user1208@taskflow-demo.io,First208,Last208,2025-02-11T20:29:43Z,2025-04-07T01:44:41Z,CHURNED,other,Google Ads,GB,Company 208,CEO,1,cus_rape6wtlrj4bdf,fc2e8e1b-34fe-44e9-9add-e704623aa369
101467,user1209@taskflow-demo.io,First209,Last209,2024-08-29T03:52:19Z,2024-12-29T11:50:24Z,CHURNED,other,Referral,NG,Company 209,Software Engineer,1,cus_u7jae58huxg2my,b4eecf2a-28dc-4555-9b77-112a225b5393
101473,user1210@taskflow-demo.io,First210,Last210,2024-08-16T13:13:36Z,2025-02-14T04:12:59Z,CUSTOMER,customer,Referral,KE,Company 210,Software Engineer,1,cus_fg3mwu4cfilkjx,5d9ff34c-ed1f-46fd-94a6-35ae94e475c3
101481,user1211@taskflow-demo.io,First211,Last211,2025-01-31T03:39:52Z,2025-04-12T15:39:46Z,CUSTOMER,customer,Referral,KE,Company 211,Analyst,1,cus_oga0x7zcgdc5ta,8aa56870-74ff-4405-87a0-65f6fd686bb4
101489,user1212@taskflow-demo.io,First212,Last212,2024-02-10T15:46:03Z,2024-08-04T04:18:25Z,CUSTOMER,customer,Google Ads,US,Company 212,CTO,1,cus_oi0pesgbm65q57,85a4d85c-dba0-4ae6-b344-0838cd43ec12
101493,user1213@taskflow-demo.io,First213,Last213,2025-04-28T10:41:15Z,2025-05-22T01:33:33Z,CUSTOMER,customer,Organic Search,NG,Company 213,Marketing Manager,1,cus_wusxlmt2pnjka3,c4a1b736-fee9-4a6d-8128-319c92ee19ba
101499,user1214@taskflow-demo.io,First214,Last214,2024-08-28T15:24:56Z,2024-12-10T12:30:03Z,CUSTOMER,customer,Organic Search,US,Company 214,Operations Lead,1,cus_k12v2tg5pizx3h,2812adc6-79b5-48f5-a4ff-e73b01262d95
