id,email,created,currency,delinquent,description,name,metadata.plan_at_signup,metadata.acquisition_channel,metadata.country
cus_u7jae58huxg2my,user1209@taskflow-demo.io,2024-08-31T23:21:57Z,usd,false,,User 1209,pro,referral,NG
cus_fg3mwu4cfilkjx,user1210@taskflow-demo.io,2024-08-16T01:10:42Z,usd,false,,User 1210,starter,referral,KE
cus_oga0x7zcgdc5ta,user1211@taskflow-demo.io,2025-02-03T06:30:42Z,usd,false,,User 1211,pro,referral,KE
cus_oi0pesgbm65q57,user1212@taskflow-demo.io,2024-02-12T08:07:26Z,usd,false,,User 1212,starter,google_ads,US
cus_wusxlmt2pnjka3,user1213@taskflow-demo.io,2025-04-30T15:35:31Z,usd,false,,User 1213,pro,organic_search,NG
cus_k12v2tg5pizx3h,user1214@taskflow-demo.io,2024-08-28T21:45:08Z,usd,false,,User 1214,pro,organic_search,US
cus_jxtjgcedqqzrlf,user1215@taskflow-demo.io,2024-05-02T10:48:48Z,usd,false,,User 1215,pro,organic_search,CA
cus_frml29q2l48c1c,user1216@taskflow-demo.io,2024-02-22T12:32:46Z,usd,false,,User 1216,pro,google_ads,NG
cus_n9i9h0dxho87f0,user1217@taskflow-demo.io,2025-04-03T23:53:52Z,usd,false,,User 1217,business,referral,DE
cus_by9ipa2voi8uyy,user1218@taskflow-demo.io,2024-09-23T12:08:07Z,usd,false,,User 1218,starter,google_ads,GB
cus_81cmftdrluxm60,user1219@taskflow-demo.io,2024-02-15T03:50:01Z,usd,false,,User 1219,pro,google_ads,GB
cus_utrutlq5v4ftq3,user1220@taskflow-demo.io,2024-07-02T04:09:22Z,usd,false,,User 1220,starter,organic_search,NG
cus_wnwlc83gy1fkol,user1221@taskflow-demo.io,2024-01-01T16:00:49Z,usd,false,,User 1221,pro,referral,GB
cus_rdu4xszjnvc7hr,user1222@taskflow-demo.io,2024-02-04T21:15:03Z,usd,false,,User 1222,starter,google_ads,IN
cus_nz3jbck88d0tgs,user1223@taskflow-demo.io,2024-11-23T21:53:21Z,usd,false,,User 1223,business,google_ads,US
cus_mqx5ggomf9pml9,user1224@taskflow-demo.io,2025-04-30T13:38:47Z,usd,false,,User 1224,pro,google_ads,CA
cus_uh17j8qo09vs9k,user1225@taskflow-demo.io,2024-07-30T00:27:30Z,usd,false,,User 1225,pro,referral,GB
cus_jtu7fbmenui3do,user1226@taskflow-demo.io,2024-04-19T09:18:31Z,usd,false,,User 1226,business,referral,NG
cus_z3dxb3n27m5p7e,user1227@taskflow-demo.io,2025-01-05T02:48:27Z,usd,false,,User 1227,pro,google_ads,GB
cus_kbtfshb0oqvshk,user1228@taskflow-demo.io,2025-03-10T07:39:09Z,usd,false,,User 1228,pro,organic_search,NG
cus_ds1eeurxhw0ic1,user1229@taskflow-demo.io,2024-06-21T23:32:11Z,usd,false,,User 1229,starter,google_ads,US
cus_lvak9w9pfb3hn1,user1230@taskflow-demo.io,2024-10-21T07:17:49Z,usd,false,,User 1230,pro,google_ads,US
cus_km2kql0ht1tw9z,user1231@taskflow-demo.io,2024-01-28T03:55:16Z,usd,false,,User 1231,starter,google_ads,US
cus_2wbxanj4x5a5xi,user1232@taskflow-demo.io,2024-10-25T22:15:42Z,usd,false,,User 1232,starter,product_hunt,GB
cus_gsq7aitmofmmwi,user1233@taskflow-demo.io,2024-12-29T13:12:30Z,usd,false,,User 1233,business,google_ads,GH
cus_btkf6xdn8wwiif,user1234@taskflow-demo.io,2024-02-01T22:50:51Z,usd,false,,User 1234,business,organic_search,ZA
cus_yhey66p61xufct,user1235@taskflow-demo.io,2024-06-17T03:44:46Z,usd,false,,User 1235,pro,linkedin_ads,NG
cus_98k03w0fgea9wv,user1236@taskflow-demo.io,2024-06-11T16:39:11Z,usd,false,,User 1236,starter,referral,NG
cus_e4qxgnrfio878i,user1237@taskflow-demo.io,2024-04-28T06:54:37Z,usd,false,,User 1237,starter,google_ads,NG
cus_wy55p1v3zo7utx,user1238@taskflow-demo.io,2025-01-22T20:40:09Z,usd,false,,User 1238,business,google_ads,NG
cus_it9bn18gp51kfk,user1239@taskflow-demo.io,2024-09-23T07:07:08Z,usd,false,,User 1239,business,google_ads,GB
cus_e27zeoqgvzhqjy,user1240@taskflow-demo.io,2025-04-07T12:02:17Z,usd,false,,User 1240,pro,google_ads,DE
cus_dz09wftbgm55ff,user1241@taskflow-demo.io,2025-01-02T06:59:09Z,usd,false,,User 1241,pro,organic_search,NG
cus_eehwjq4ta5ivro,user1242@taskflow-demo.io,2024-06-06T13:01:39Z,usd,false,,User 1242,pro,google_ads,CA
cus_3bfxb4y4k7bpgy,user1243@taskflow-demo.io,2024-01-04T06:05:55Z,usd,false,,User 1243,pro,google_ads,US
cus_u7dknncptkezjs,user1244@taskflow-demo.io,2024-12-24T01:24:26Z,usd,false,,User 1244,starter,organic_search,CA
cus_9ry79kvls9meus,user1245@taskflow-demo.io,2024-04-17T16:19:44Z,usd,false,,User 1245,pro,organic_search,NG
cus_aawe429omuwahk,user1246@taskflow-demo.io,2025-02-17T20:14:14Z,usd,false,,User 1246,pro,google_ads,US
cus_ou83g47rrbefq5,user1247@taskflow-demo.io,2024-09-16T10:27:30Z,usd,false,,User 1247,starter,organic_search,CA
cus_0lthy25m8kb9w4,user1248@taskflow-demo.io,2025-02-20T01:32:27Z,usd,false,,User 1248,business,linkedin_ads,CA
cus_lboriq8hke226p,user1249@taskflow-demo.io,2024-04-05T20:03:19Z,usd,false,,User 1249,pro,organic_search,ZA
cus_s1f537ye0qzsa7,user1250@taskflow-demo.io,2025-04-08T03:17:23Z,usd,false,,User 1250,business,organic_search,NG
cus_xlul6lgjlpefja,user1251@taskflow-demo.io,2025-03-22T08:22:45Z,usd,false,,User 1251,starter,google_ads,GB
cus_ugl6tbb6bndoz6,user1252@taskflow-demo.io,2024-02-22T13:15:20Z,usd,false,,User 1252,starter,google_ads,KE
cus_c71ud2zdlx1q8f,user1253@taskflow-demo.io,2024-12-24T01:11:02Z,usd,false,,User 1253,starter,linkedin_ads,KE
cus_5qbrmqg1ved32l,user1254@taskflow-demo.io,2024-07-05T00:03:42Z,usd,false,,User 1254,pro,linkedin_ads,US
cus_t9nm3v2p2tixc7,user1255@taskflow-demo.io,2024-06-03T23:20:13Z,usd,false,,User 1255,pro,organic_search,KE
cus_g8cd31nrxd356w,user1256@taskflow-demo.io,2024-02-28T09:30:17Z,usd,false,,User 1256,pro,organic_search,GB
cus_hylu6k7p9mda9o,user1257@taskflow-demo.io,2024-12-04T19:06:27Z,usd,false,,User 1257,starter,google_ads,GB
cus_3m55izolnntxrg,user1258@taskflow-demo.io,2024-02-01T05:16:31Z,usd,false,,User 1258,starter,linkedin_ads,US
cus_ecazrp9dxoq2vp,user1259@taskflow-demo.io,2024-07-03T11:21:19Z,usd,false,,User 1259,business,referral,NG
cus_ar0zj7ubbrnu8c,user1260@taskflow-demo.io,2024-08-05T03:06:42Z,usd,false,,User 1260,starter,organic_search,GB
cus_dr08cw2lbm2qsq,user1261@taskflow-demo.io,2025-03-15T00:43:35Z,usd,false,,User 1261,pro,product_hunt,CA
cus_00ucrgb93wkcs4,user1262@taskflow-demo.io,2024-06-29T04:21:23Z,usd,false,,User 1262,starter,product_hunt,CA
cus_60xng2igsb98v3,user1263@taskflow-demo.io,2024-11-11T23:51:23Z,usd,false,,User 1263,starter,google_ads,ZA
cus_h0mx1egok01tnz,user1264@taskflow-demo.io,2024-07-30T23:49:37Z,usd,false,,User 1264,pro,referral,NG
cus_y8yb7w8p74mjdx,user1265@taskflow-demo.io,2024-09-28T16:38:23Z,usd,false,,User 1265,business,referral,NG
cus_y9laacosym0jbw,user1266@taskflow-demo.io,2024-12-11T07:41:17Z,usd,false,,User 1266,pro,organic_search,US
cus_dvn1x2gdgkxcq9,user1267@taskflow-demo.io,2024-12-02T06:37:24Z,usd,false,,User 1267,pro,referral,NG
cus_nlc8jpr7vgrf1h,user1268@taskflow-demo.io,2024-12-07T02:56:06Z,usd,false,,User 1268,starter,referral,GH
cus_jq6fx7xjz6us7r,user1269@taskflow-demo.io,2024-08-14T04:40:47Z,usd,false,,User 1269,starter,organic_search,NG
cus_et9mkb9xn4m41k,user1270@taskflow-demo.io,2025-01-07T19:07:02Z,usd,false,,User 1270,pro,referral,CA
cus_dyr5pgba9in2xr,user1271@taskflow-demo.io,2024-01-21T18:58:56Z,usd,false,,User 1271,starter,product_hunt,US
cus_hxs75t0ic0ra6w,user1272@taskflow-demo.io,2024-01-09T20:52:12Z,usd,false,,User 1272,pro,google_ads,NG
cus_dw4c3evwchm40o,user1273@taskflow-demo.io,2024-03-07T06:45:28Z,usd,false,,User 1273,business,google_ads,US
cus_vmefoztp7bd4w1,user1274@taskflow-demo.io,2024-10-21T03:04:34Z,usd,false,,User 1274,business,organic_search,GH
cus_5o31yhxso7vbgr,user1275@taskflow-demo.io,2024-02-11T19:21:19Z,usd,false,,User 1275,starter,google_ads,NG
cus_9w59sqwhbef46r,user1276@taskflow-demo.io,2025-02-04T23:30:48Z,usd,false,,User 1276,pro,google_ads,GB
cus_21b07g2re6zvlh,user1277@taskflow-demo.io,2024-01-23T06:34:46Z,usd,false,,User 1277,starter,google_ads,KE
cus_5nhqr6f7qnezw9,user1278@taskflow-demo.io,2024-04-27T04:02:08Z,usd,false,,User 1278,starter,referral,GH
cus_qgm5v2wwg84d4r,user1279@taskflow-demo.io,2024-01-17T06:26:35Z,usd,false,,User 1279,starter,organic_search,NG
cus_ipi7866pb90spo,user1280@taskflow-demo.io,2025-03-04T22:16:57Z,usd,false,,User 1280,pro,linkedin_ads,NG
cus_ohmi9ayfquv9qe,user1281@taskflow-demo.io,2024-08-19T17:22:57Z,usd,false,,User 1281,pro,linkedin_ads,NG
cus_nytk1zwuhywm7s,user1282@taskflow-demo.io,2025-02-08T11:28:40Z,usd,false,,User 1282,pro,referral,US
cus_guczh9ier7u8h0,user1283@taskflow-demo.io,2024-01-27T22:07:58Z,usd,false,,User 1283,pro,google_ads,KE
cus_qs3qt36qnyy95g,user1284@taskflow-demo.io,2025-04-04T13:04:30Z,usd,false,,User 1284,starter,google_ads,US
cus_effh8aoy7rp0ag,user1285@taskflow-demo.io,2024-07-19T13:33:59Z,usd,false,,User 1285,business,referral,GH
cus_x2rxttqu6l2ink,user1286@taskflow-demo.io,2024-04-28T16:50:01Z,usd,false,,User 1286,starter,referral,GB
cus_k94yxfiblejgub,user1287@taskflow-demo.io,2024-05-25T05:38:17Z,usd,false,,User 1287,business,linkedin_ads,NG
cus_7orfqla09lzrk7,user1288@taskflow-demo.io,2024-03-16T22:08:18Z,usd,false,,User 1288,starter,linkedin_ads,GB
cus_06ftlo4qdbxvh7,user1289@taskflow-demo.io,2025-02-13T01:36:03Z,usd,false,,User 1289,pro,organic_search,ZA
cus_orvscyozpnamlq,user1290@taskflow-demo.io,2024-02-12T22:12:47Z,usd,false,,User 1290,pro,organic_search,GB
cus_f060o4vfk9sm7v,user1291@taskflow-demo.io,2025-01-07T12:31:43Z,usd,false,,User 1291,pro,referral,CA
cus_u6h3kr3kvr0i2f,user1292@taskflow-demo.io,2024-07-28T17:55:32Z,usd,false,,User 1292,starter,organic_search,NG
cus_g6xb1r8vnrpjy9,user1293@taskflow-demo.io,2025-03-03T02:10:28Z,usd,false,,User 1293,pro,organic_search,NG
cus_qymbnw8bkxcgw1,user1294@taskflow-demo.io,2025-01-10T16:24:35Z,usd,false,,User 1294,starter,organic_search,DE
cus_jzntmfek2o7fhs,user1295@taskflow-demo.io,2024-10-05T12:25:38Z,usd,false,,User 1295,business,google_ads,GH
cus_t1eqc37rln36v1,user1296@taskflow-demo.io,2024-10-13T08:13:11Z,usd,false,,User 1296,pro,organic_search,DE
cus_fieecy2c11bd2s,user1297@taskflow-demo.io,2024-06-04T00:10:36Z,usd,false,,User 1297,starter,google_ads,DE
cus_27h6gmd478mfs0,user1298@taskflow-demo.io,2025-04-10T06:37:44Z,usd,false,,User 1298,pro,google_ads,NG
cus_8g1a0774rzgyd4,user1299@taskflow-demo.io,2024-02-04T00:56:59Z,usd,false,,User 1299,starter,google_ads,US
cus_srnkzcrnq0y4io,user1300@taskflow-demo.io,2024-09-20T16:29:32Z,usd,false,,User 1300,business,google_ads,NG
cus_ayyosyeoz906gn,user1301@taskflow-demo.io,2024-02-05T22:46:33Z,usd,false,,User 1301,business,referral,DE
cus_r11v127my89sfq,user1302@taskflow-demo.io,2024-10-31T08:19:54Z,usd,false,,User 1302,starter,referral,KE
cus_3ragvlkw1xsrqk,user1303@taskflow-demo.io,2024-09-11T07:18:45Z,usd,false,,User 1303,starter,google_ads,IN
cus_95eq4pbgx25fpl,user1304@taskflow-demo.io,2024-05-13T08:35:07Z,usd,false,,User 1304,pro,organic_search,DE
cus_qufcjvny1kcven,user1305@taskflow-demo.io,2024-02-26T05:14:02Z,usd,false,,User 1305,pro,organic_search,GB
cus_mmxixv6ckmalq5,user1306@taskflow-demo.io,2025-01-26T17:15:18Z,usd,false,,User 1306,starter,referral,GH
cus_nou3dyms1mwnpr,user1307@taskflow-demo.io,2024-08-03T01:40:09Z,usd,false,,User 1307,pro,google_ads,US
cus_2w8zuvjutpmc3s,user1308@taskflow-demo.io,2024-10-01T08:59:08Z,usd,false,,User 1308,starter,google_ads,NG
cus_yt5wsgrx37jw34,user1309@taskflow-demo.io,2024-10-03T08:55:50Z,usd,false,,User 1309,starter,google_ads,GB
cus_014o46w4jkfyii,user1310@taskflow-demo.io,2025-01-07T01:41:15Z,usd,false,,User 1310,starter,organic_search,GB
cus_p6hjb2jtxb02b6,user1311@taskflow-demo.io,2024-05-05T06:34:07Z,usd,false,,User 1311,pro,referral,GH
cus_5o44iusexu1srd,user1312@taskflow-demo.io,2025-03-19T00:41:22Z,usd,false,,User 1312,business,google_ads,IN
cus_07hdhjo5ctzetr,user1313@taskflow-demo.io,2025-02-17T20:38:23Z,usd,false,,User 1313,pro,google_ads,DE
cus_lx6b02b7yjnxz6,user1314@taskflow-demo.io,2025-03-26T10:05:45Z,usd,false,,User 1314,pro,referral,NG
cus_77k71k4fpl3x2j,user1315@taskflow-demo.io,2025-03-19T17:16:46Z,usd,false,,User 1315,starter,google_ads,GB
cus_p7dfjcp0tlz1xg,user1316@taskflow-demo.io,2025-04-26T04:26:57Z,usd,false,,User 1316,business,linkedin_ads,US
cus_diz1xevo7q5egv,user1317@taskflow-demo.io,2024-03-10T19:18:20Z,usd,false,,User 1317,starter,google_ads,NG
cus_4uaauwidqj4bwv,user1318@taskflow-demo.io,2024-04-11T01:40:52Z,usd,false,,User 1318,starter,google_ads,KE
cus_173rih83j0nphh,user1319@taskflow-demo.io,2024-07-07T00:52:22Z,usd,false,,User 1319,starter,google_ads,US
cus_jw6nyqaelyyzz0,user1320@taskflow-demo.io,2024-04-06T07:46:17Z,usd,false,,User 1320,starter,linkedin_ads,KE
cus_978v0bjwkon8uu,user1321@taskflow-demo.io,2024-10-12T05:16:01Z,usd,false,,User 1321,starter,google_ads,GH
cus_tfebe5407k5w1j,user1322@taskflow-demo.io,2024-09-09T17:42:55Z,usd,false,,User 1322,starter,product_hunt,ZA
cus_bfibjzp97bmzrr,user1323@taskflow-demo.io,2024-03-25T18:06:46Z,usd,false,,User 1323,pro,google_ads,BR
cus_03uxh9a1g7irdl,user1324@taskflow-demo.io,2024-03-04T23:44:24Z,usd,false,,User 1324,starter,google_ads,NG
cus_fc3xq8va8x8l00,user1325@taskflow-demo.io,2024-12-14T20:16:55Z,usd,false,,User 1325,business,google_ads,KE
cus_tvdji1oahnox8f,user1326@taskflow-demo.io,2025-03-17T20:40:38Z,usd,false,,User 1326,starter,google_ads,US
cus_mdnhqnjvdpngwd,user1327@taskflow-demo.io,2024-08-09T17:13:52Z,usd,false,,User 1327,business,organic_search,IN
cus_sxdqc2k9ykiput,user1328@taskflow-demo.io,2024-08-25T14:14:20Z,usd,false,,User 1328,pro,organic_search,US
cus_jjcsexggoc5kvq,user1329@taskflow-demo.io,2024-09-18T08:13:37Z,usd,false,,User 1329,pro,linkedin_ads,NG
cus_c9jypaoaxqox00,user1330@taskflow-demo.io,2025-02-17T20:51:54Z,usd,false,,User 1330,business,google_ads,IN
cus_keaea84hxxpw2g,user1331@taskflow-demo.io,2024-11-11T12:09:28Z,usd,false,,User 1331,pro,linkedin_ads,US
cus_8q4vhu4bawz940,user1332@taskflow-demo.io,2024-03-16T07:46:46Z,usd,false,,User 1332,starter,linkedin_ads,NG
cus_765icautjx6ewx,user1333@taskflow-demo.io,2024-05-28T13:23:09Z,usd,false,,User 1333,pro,google_ads,KE
cus_svy74zq50op7xm,user1334@taskflow-demo.io,2024-01-11T15:05:31Z,usd,false,,User 1334,pro,google_ads,US
cus_ehvdo9khba5mf3,user1335@taskflow-demo.io,2025-03-08T05:29:11Z,usd,false,,User 1335,pro,google_ads,NG
cus_r9211u645vdb82,user1336@taskflow-demo.io,2024-02-02T05:12:36Z,usd,false,,User 1336,starter,google_ads,NG
cus_bdw56fkps0dxme,user1337@taskflow-demo.io,2025-02-04T15:46:11Z,usd,false,,User 1337,business,organic_search,CA
cus_kgjzowi1t2ep76,user1338@taskflow-demo.io,2024-07-31T20:18:01Z,usd,false,,User 1338,business,referral,NG
cus_scmo1pob7fu992,user1339@taskflow-demo.io,2024-07-04T09:10:56Z,usd,false,,User 1339,pro,product_hunt,GB
cus_06akt7zqht2xz5,user1340@taskflow-demo.io,2024-08-02T05:52:25Z,usd,false,,User 1340,pro,linkedin_ads,US
cus_z5sthslmwa6tj3,user1341@taskflow-demo.io,2024-04-11T21:38:12Z,usd,false,,User 1341,pro,referral,NG
cus_mbxek0q929u6wt,user1342@taskflow-demo.io,2024-09-15T02:09:04Z,usd,false,,User 1342,starter,google_ads,NG
cus_zsilu3ndz3cc5r,user1343@taskflow-demo.io,2024-06-02T13:15:29Z,usd,false,,User 1343,pro,google_ads,CA
cus_jrpp7r93fezez5,user1344@taskflow-demo.io,2024-12-12T20:25:06Z,usd,false,,User 1344,pro,organic_search,US
cus_8voeubfn9kr2fv,user1345@taskflow-demo.io,2024-08-21T23:33:08Z,usd,false,,User 1345,business,linkedin_ads,CA
cus_em5puu62rzv1sq,user1346@taskflow-demo.io,2024-06-05T23:48:51Z,usd,false,,User 1346,business,referral,NG
cus_oiot860x5zu2zu,user1347@taskflow-demo.io,2024-03-17T00:38:06Z,usd,false,,User 1347,pro,referral,GH
cus_s1saxt8jh34udt,user1348@taskflow-demo.io,2024-02-13T12:24:01Z,usd,false,,User 1348,pro,google_ads,US
cus_4ljedgfjdlogwl,user1349@taskflow-demo.io,2024-01-24T03:52:00Z,usd,false,,User 1349,starter,linkedin_ads,IN
cus_n3eh1vr1necqor,user1350@taskflow-demo.io,2024-06-01T20:59:02Z,usd,false,,User 1350,pro,linkedin_ads,GH
cus_it2kodwh8n92tp,user1351@taskflow-demo.io,2025-04-12T04:15:49Z,usd,false,,User 1351,business,referral,NG
cus_gc7jjy94h4kftc,user1352@taskflow-demo.io,2024-01-01T02:17:09Z,usd,false,,User 1352,pro,referral,IN
cus_hs258w9zjxlh8l,user1353@taskflow-demo.io,2024-03-03T20:38:00Z,usd,false,,User 1353,business,referral,US
cus_o6z1t2xcb3yym3,user1354@taskflow-demo.io,2025-04-17T00:50:06Z,usd,false,,User 1354,business,google_ads,GB
cus_7qhak7mdwkzirn,user1355@taskflow-demo.io,2024-03-31T17:47:52Z,usd,false,,User 1355,business,referral,DE
cus_o5urtxuyucecju,user1356@taskflow-demo.io,2024-12-26T10:54:45Z,usd,false,,User 1356,starter,organic_search,NG
cus_ytjuq7x7b7p9jy,user1357@taskflow-demo.io,2025-01-08T02:12:08Z,usd,false,,User 1357,pro,referral,NG
cus_tlom539iy87hlc,user1358@taskflow-demo.io,2024-09-21T15:48:36Z,usd,false,,User 1358,starter,referral,ZA
cus_4ir833sicvpdqe,user1359@taskflow-demo.io,2024-09-02T14:52:10Z,usd,false,,User 1359,pro,linkedin_ads,NG
cus_bvpdcb4owo52wq,user1360@taskflow-demo.io,2024-07-12T09:21:30Z,usd,false,,User 1360,starter,google_ads,DE
cus_asvdazv46esmrw,user1361@taskflow-demo.io,2025-03-26T04:15:03Z,usd,false,,User 1361,pro,organic_search,NG
cus_xmvtfqvk8sxfi3,user1362@taskflow-demo.io,2025-02-12T17:44:17Z,usd,false,,User 1362,pro,google_ads,NG
cus_myz9vlu8wpfq2b,user1363@taskflow-demo.io,2024-08-04T20:34:07Z,usd,false,,User 1363,pro,google_ads,BR
cus_3no3aamtfpw6m9,user1364@taskflow-demo.io,2024-11-23T00:52:02Z,usd,false,,User 1364,pro,google_ads,NG
cus_ihgjd3ex5mhqnn,user1365@taskflow-demo.io,2024-03-30T03:34:18Z,usd,false,,User 1365,starter,google_ads,NG
cus_5egtylpw71v4kf,user1366@taskflow-demo.io,2025-02-13T03:32:56Z,usd,false,,User 1366,business,product_hunt,ZA
cus_r022wgn51nsgzs,user1367@taskflow-demo.io,2025-02-11T13:09:00Z,usd,false,,User 1367,pro,google_ads,NG
cus_xh6qihpnf4jd1k,user1368@taskflow-demo.io,2024-09-10T07:01:14Z,usd,false,,User 1368,pro,linkedin_ads,US
cus_pnrjapjc6kstcj,user1369@taskflow-demo.io,2024-10-25T13:24:09Z,usd,false,,User 1369,starter,google_ads,GB
cus_j014gve4ztj1km,user1370@taskflow-demo.io,2024-02-06T11:41:18Z,usd,false,,User 1370,starter,linkedin_ads,US
cus_1foi0rs210q2lg,user1371@taskflow-demo.io,2025-02-24T07:58:56Z,usd,false,,User 1371,pro,organic_search,US
cus_e7a34mpyo2tla2,user1372@taskflow-demo.io,2024-08-12T21:24:43Z,usd,false,,User 1372,starter,linkedin_ads,US
cus_on8cnrl8xkgyg3,user1373@taskflow-demo.io,2024-06-18T22:52:57Z,usd,false,,User 1373,business,organic_search,CA
cus_xccsg4ofdtrc85,user1374@taskflow-demo.io,2024-04-05T03:31:10Z,usd,false,,User 1374,starter,google_ads,ZA
cus_7vsyjafco3s65q,user1375@taskflow-demo.io,2024-06-07T03:14:06Z,usd,false,,User 1375,pro,linkedin_ads,US
cus_zkw3gi60q6guo8,user1376@taskflow-demo.io,2024-02-16T09:22:04Z,usd,false,,User 1376,pro,google_ads,ZA
cus_z0hr9t9cd1lqjs,user1377@taskflow-demo.io,2024-03-21T19:21:07Z,usd,false,,User 1377,starter,google_ads,US
cus_4oae7l0rcti8f3,user1378@taskflow-demo.io,2024-11-23T11:59:59Z,usd,false,,User 1378,starter,organic_search,CA
cus_gyajpgz6tpbwsx,user1379@taskflow-demo.io,2024-01-10T02:57:02Z,usd,false,,User 1379,starter,organic_search,NG
cus_17nidp9mgyh523,user1380@taskflow-demo.io,2024-07-18T19:09:11Z,usd,false,,User 1380,pro,organic_search,GB
cus_ght7ehmgoloqc3,user1381@taskflow-demo.io,2024-01-23T13:33:21Z,usd,false,,User 1381,starter,linkedin_ads,NG
cus_9dt94g8v9zy9yl,user1382@taskflow-demo.io,2024-01-23T19:11:43Z,usd,false,,User 1382,starter,google_ads,NG
cus_vvnxiv9iw6l01w,user1383@taskflow-demo.io,2024-12-18T13:09:57Z,usd,false,,User 1383,pro,google_ads,ZA
cus_9p5el2b2o31i0m,user1384@taskflow-demo.io,2024-09-12T21:43:19Z,usd,false,,User 1384,starter,google_ads,NG
cus_i5sgwcr8b97egt,user1385@taskflow-demo.io,2025-04-09T19:52:18Z,usd,false,,User 1385,business,product_hunt,BR
cus_gikqwj2c9ogps0,user1386@taskflow-demo.io,2024-02-10T11:56:06Z,usd,false,,User 1386,starter,linkedin_ads,GB
cus_vf0jqqnvceqfga,user1387@taskflow-demo.io,2025-02-10T08:58:31Z,usd,false,,User 1387,pro,linkedin_ads,CA
cus_nrxvob7nugpj60,user1388@taskflow-demo.io,2024-07-10T21:23:59Z,usd,false,,User 1388,business,linkedin_ads,IN
cus_0ib3wyzxjqyjv8,user1389@taskflow-demo.io,2024-11-21T08:51:58Z,usd,false,,User 1389,pro,organic_search,US
cus_9c65fpyst5v017,user1390@taskflow-demo.io,2025-01-29T22:51:04Z,usd,false,,User 1390,starter,google_ads,US
cus_7ol93aczsx0gnz,user1391@taskflow-demo.io,2024-10-20T00:55:59Z,usd,false,,User 1391,starter,referral,GH
cus_03g95p6dwcdecb,user1392@taskflow-demo.io,2024-09-14T04:49:41Z,usd,false,,User 1392,business,product_hunt,GB
cus_x2bh2ns8jr1vmy,user1393@taskflow-demo.io,2024-12-10T04:20:09Z,usd,false,,User 1393,starter,referral,NG
cus_953a5o47aet81i,user1394@taskflow-demo.io,2025-02-22T12:28:46Z,usd,false,,User 1394,starter,google_ads,KE
cus_amb3lpvowcp779,user1395@taskflow-demo.io,2024-12-03T15:52:04Z,usd,false,,User 1395,pro,referral,GB
cus_52zbrd399q68rt,user1396@taskflow-demo.io,2025-01-10T03:36:27Z,usd,false,,User 1396,pro,linkedin_ads,US
cus_b7lnkzx8yx7wr2,user1397@taskflow-demo.io,2025-01-20T23:17:09Z,usd,false,,User 1397,starter,product_hunt,US
cus_600x28pijkemvg,user1398@taskflow-demo.io,2025-04-22T02:20:08Z,usd,false,,User 1398,starter,organic_search,IN
cus_vgnp127exvda4l,user1399@taskflow-demo.io,2024-03-06T05:49:24Z,usd,false,,User 1399,pro,referral,IN
